framework,projeto,fork,base_commit,behind_by,ahead_by,,,android,spring,% android,%spring
Android,lessthanoptimal/BoofCV,agamsarup/BoofCV,a6aaf09f81a6fe5b6b86bb7e79411c42bf40e48c,3580,735,,,,,,
Android,lessthanoptimal/BoofCV,tingfan/BoofCV,a6aaf09f81a6fe5b6b86bb7e79411c42bf40e48c,3580,733,,,,,,
Android,lessthanoptimal/BoofCV,vilalge/BoofCV,a6aaf09f81a6fe5b6b86bb7e79411c42bf40e48c,3580,733,,,,,,
Android,lessthanoptimal/BoofCV,Sciumo/BoofCV,a6aaf09f81a6fe5b6b86bb7e79411c42bf40e48c,3580,701,,,,,,
Android,lessthanoptimal/BoofCV,zehsilva/BoofCV,a6aaf09f81a6fe5b6b86bb7e79411c42bf40e48c,3580,684,,,,,,
Android,lessthanoptimal/BoofCV,dewmal/BoofCV,a6aaf09f81a6fe5b6b86bb7e79411c42bf40e48c,3580,643,,,,,,
Android,lessthanoptimal/BoofCV,bibulle/BoofCV,a6aaf09f81a6fe5b6b86bb7e79411c42bf40e48c,3580,642,,,,,,
Android,lessthanoptimal/BoofCV,fenderstr/BoofCV,a6aaf09f81a6fe5b6b86bb7e79411c42bf40e48c,3580,607,,,,,,
Android,lessthanoptimal/BoofCV,jacktasia/BoofCV,a6aaf09f81a6fe5b6b86bb7e79411c42bf40e48c,3580,574,,,,,,
Android,lessthanoptimal/BoofCV,Hollandaise/BoofCV,a6aaf09f81a6fe5b6b86bb7e79411c42bf40e48c,3580,566,,,,,,
Android,lessthanoptimal/BoofCV,siarheidevel/BoofCV,a6aaf09f81a6fe5b6b86bb7e79411c42bf40e48c,3580,489,,,,,,
Android,lessthanoptimal/BoofCV,rafaelsoledade/BoofCV,a6aaf09f81a6fe5b6b86bb7e79411c42bf40e48c,3580,466,,,,,,
Android,lessthanoptimal/BoofCV,Erdemym/BoofCV,a6aaf09f81a6fe5b6b86bb7e79411c42bf40e48c,3580,466,,,,,,
Android,lessthanoptimal/BoofCV,eclissato/BoofCV,a6aaf09f81a6fe5b6b86bb7e79411c42bf40e48c,3580,454,,,,,,
Android,android-hacker/VirtualXposed,glovebx/VirtualXposed,ab98967a1e715a9bf61cce8f1cbe5e2d00964971,3,341,,,,,,
Android,razerdp/FriendCircle,AndroidWx/FriendCircle,9738b908392cc55340a9ebd053b501572c7314bf,281,279,,,,,,
Android,razerdp/FriendCircle,sweet811/FriendCircle,9738b908392cc55340a9ebd053b501572c7314bf,281,279,,,,,,
Android,razerdp/FriendCircle,supercoeus/FriendCircle,9738b908392cc55340a9ebd053b501572c7314bf,281,278,,,,,,
Android,razerdp/FriendCircle,magicgis/FriendCircle,9738b908392cc55340a9ebd053b501572c7314bf,281,278,,,,,,
Android,razerdp/FriendCircle,zhizuyiwang/FriendCircle,9738b908392cc55340a9ebd053b501572c7314bf,281,278,,,,,,
Android,razerdp/FriendCircle,xiashilin/FriendCircle,9738b908392cc55340a9ebd053b501572c7314bf,281,278,,,,,,
Android,razerdp/FriendCircle,lyuzhicheng/FriendCircle,9738b908392cc55340a9ebd053b501572c7314bf,281,278,,,,,,
Android,razerdp/FriendCircle,zhangjun2/FriendCircle,9738b908392cc55340a9ebd053b501572c7314bf,281,278,,,,,,
Android,easymock/easymock,SumithHSE/easymock,156ece29c7840c6fb880472dfaf6227449e940a6,549,240,,,,,,
Android,easymock/easymock,whatkai/easymock,156ece29c7840c6fb880472dfaf6227449e940a6,549,240,,,,,,
Android,easymock/easymock,lmtoo/easymock,156ece29c7840c6fb880472dfaf6227449e940a6,549,240,,,,,,
Android,easymock/easymock,danners/easymock,156ece29c7840c6fb880472dfaf6227449e940a6,549,237,,,,,,
Android,easymock/easymock,satyaprakashbiis2004/easymock,156ece29c7840c6fb880472dfaf6227449e940a6,549,236,,,,,,
Android,easymock/easymock,daff1988/easymock,156ece29c7840c6fb880472dfaf6227449e940a6,549,236,,,,,,
Android,easymock/easymock,jiezzy/easymock,156ece29c7840c6fb880472dfaf6227449e940a6,549,236,,,,,,
Android,easymock/easymock,xiongxi/easymock,156ece29c7840c6fb880472dfaf6227449e940a6,549,236,,,,,,
Android,easymock/easymock,sduxzz/easymock,156ece29c7840c6fb880472dfaf6227449e940a6,549,227,,,,,,
Android,easymock/easymock,hellolee/easymock,156ece29c7840c6fb880472dfaf6227449e940a6,549,216,,,,,,
Android,easymock/easymock,xiaowu1002430026/easymock,156ece29c7840c6fb880472dfaf6227449e940a6,549,214,,,,,,
Android,easymock/easymock,v-shishlakov/easymock,156ece29c7840c6fb880472dfaf6227449e940a6,549,214,,,,,,
Android,easymock/easymock,MyOwnClone/easymock,156ece29c7840c6fb880472dfaf6227449e940a6,549,194,,,,,,
Android,easymock/easymock,zcjwyh/easymock,156ece29c7840c6fb880472dfaf6227449e940a6,549,185,,,,,,
Android,easymock/easymock,kleopatra999/easymock,156ece29c7840c6fb880472dfaf6227449e940a6,549,185,,,,,,
Android,easymock/easymock,zhoushengshuai/easymock,156ece29c7840c6fb880472dfaf6227449e940a6,549,181,,,,,,
Android,easymock/easymock,john0xff/easymock,156ece29c7840c6fb880472dfaf6227449e940a6,549,181,,,,,,
Android,easymock/easymock,navindian/easymock,156ece29c7840c6fb880472dfaf6227449e940a6,549,179,,,,,,
Android,easymock/easymock,Pirate-Captain/easymock,156ece29c7840c6fb880472dfaf6227449e940a6,549,172,,,,,,
Android,easymock/easymock,abh-gitcs1989/easymock,156ece29c7840c6fb880472dfaf6227449e940a6,549,162,,,,,,
Android,easymock/easymock,vikkastaneja/easymock,156ece29c7840c6fb880472dfaf6227449e940a6,549,162,,,,,,
Android,easymock/easymock,rajasekhar-palacharla/easymock,156ece29c7840c6fb880472dfaf6227449e940a6,549,162,,,,,,
Android,easymock/easymock,hz-han/easymock,156ece29c7840c6fb880472dfaf6227449e940a6,549,162,,,,,,
Android,easymock/easymock,laijunhui/easymock,156ece29c7840c6fb880472dfaf6227449e940a6,549,157,,,,,,
Android,easymock/easymock,HeidCloud/easymock,156ece29c7840c6fb880472dfaf6227449e940a6,549,151,,,,,,
Android,easymock/easymock,mauricionobrega/easymock,156ece29c7840c6fb880472dfaf6227449e940a6,549,151,,,,,,
Android,easymock/easymock,h87kg/easymock,156ece29c7840c6fb880472dfaf6227449e940a6,549,150,,,,,,
Android,easymock/easymock,ADG99/easymock,156ece29c7840c6fb880472dfaf6227449e940a6,549,150,,,,,,
Android,razerdp/FriendCircle,muyoumingzi/FriendCircle,223defd5f675e430bcc15e5c3b42a0aaea861ecb,419,132,,,,,,
Android,razerdp/FriendCircle,maninwindow/FriendCircle,223defd5f675e430bcc15e5c3b42a0aaea861ecb,419,129,,,,,,
Android,razerdp/FriendCircle,serge66/FriendCircle,223defd5f675e430bcc15e5c3b42a0aaea861ecb,419,129,,,,,,
Android,razerdp/FriendCircle,justafreshman/FriendCircle,223defd5f675e430bcc15e5c3b42a0aaea861ecb,419,129,,,,,,
Android,razerdp/FriendCircle,blueflychief/FriendCircle,223defd5f675e430bcc15e5c3b42a0aaea861ecb,419,129,,,,,,
Android,razerdp/FriendCircle,MoonHoo/FriendCircle,223defd5f675e430bcc15e5c3b42a0aaea861ecb,419,129,,,,,,
Android,razerdp/FriendCircle,matrixxun/FriendCircle,223defd5f675e430bcc15e5c3b42a0aaea861ecb,419,127,,,,,,
Android,razerdp/FriendCircle,znlxj/FriendCircle,223defd5f675e430bcc15e5c3b42a0aaea861ecb,419,127,,,,,,
Android,razerdp/FriendCircle,yafrees/FriendCircle,223defd5f675e430bcc15e5c3b42a0aaea861ecb,419,127,,,,,,
Android,razerdp/FriendCircle,androidDamon/FriendCircle,223defd5f675e430bcc15e5c3b42a0aaea861ecb,419,127,,,,,,
Android,razerdp/FriendCircle,lstNull/FriendCircle,223defd5f675e430bcc15e5c3b42a0aaea861ecb,419,127,,,,,,
Android,razerdp/FriendCircle,aijie1712/FriendCircle,223defd5f675e430bcc15e5c3b42a0aaea861ecb,419,127,,,,,,
Android,razerdp/FriendCircle,widegalaxy/FriendCircle,223defd5f675e430bcc15e5c3b42a0aaea861ecb,419,127,,,,,,
Android,razerdp/FriendCircle,zhuwenquan/FriendCircle,223defd5f675e430bcc15e5c3b42a0aaea861ecb,419,127,,,,,,
Android,razerdp/FriendCircle,Neils320/FriendCircle,223defd5f675e430bcc15e5c3b42a0aaea861ecb,419,127,,,,,,
Android,razerdp/FriendCircle,rouruanfengshuye/FriendCircle,223defd5f675e430bcc15e5c3b42a0aaea861ecb,419,127,,,,,,
Android,razerdp/FriendCircle,TomBXChen/FriendCircle,223defd5f675e430bcc15e5c3b42a0aaea861ecb,419,122,,,,,,
Android,razerdp/FriendCircle,kyoucr/FriendCircle,223defd5f675e430bcc15e5c3b42a0aaea861ecb,419,122,,,,,,
Android,razerdp/FriendCircle,wangchang163/FriendCircle,223defd5f675e430bcc15e5c3b42a0aaea861ecb,419,122,,,,,,
Android,razerdp/FriendCircle,daxiaohuzi/FriendCircle,223defd5f675e430bcc15e5c3b42a0aaea861ecb,419,122,,,,,,
Android,razerdp/FriendCircle,Roby8023/FriendCircle,223defd5f675e430bcc15e5c3b42a0aaea861ecb,419,120,,,,,,
Android,razerdp/FriendCircle,AndroidJiang/FriendCircle,223defd5f675e430bcc15e5c3b42a0aaea861ecb,419,107,,,,,,
Android,razerdp/FriendCircle,thereisnothing/FriendCircle,223defd5f675e430bcc15e5c3b42a0aaea861ecb,419,107,,,,,,
Android,razerdp/FriendCircle,Hc-hans/FriendCircle,223defd5f675e430bcc15e5c3b42a0aaea861ecb,419,98,,,,,,
Android,fossasia/open-event-organizer-android,jodiwaljay/open-event-orga-app,9983f7a7c2e907509f0294827f7e67e460ad20a6,902,90,,,,,,
Android,fossasia/open-event-organizer-android,learnopensourc/open-event-orga-app,9983f7a7c2e907509f0294827f7e67e460ad20a6,902,90,,,,,,
Android,fossasia/open-event-organizer-android,BakirK/open-event-orga-app,9983f7a7c2e907509f0294827f7e67e460ad20a6,902,90,,,,,,
Android,fossasia/open-event-organizer-android,panickervinod/open-event-orga-app,9983f7a7c2e907509f0294827f7e67e460ad20a6,902,90,,,,,,
Android,fossasia/open-event-organizer-android,niranjan94/open-event-orga-app,9983f7a7c2e907509f0294827f7e67e460ad20a6,902,87,,,,,,
Android,getsentry/sentry-java,FlakyTestDetection/raven-java,b6bb08103d80d0afd294b9ec2d91aaa2121e584b,206,79,,,,,,
Android,fossasia/open-event-organizer-android,aayusharora/open-event-orga-app,9983f7a7c2e907509f0294827f7e67e460ad20a6,902,74,,,,,,
Android,vector-im/riot-android,Awesome-Technologies/riot-android,ad8f19a95731b56b1ab58251b1e9e15b914e7393,70,70,,,,,,
Android,omkarmoghe/Pokemap,ManojMadanmohan/Pokemap,d042ab6e2046f800e2947d67086989e4dc392847,0,65,,,,,,
Android,razerdp/FriendCircle,HFATFAT/FriendCircle,223defd5f675e430bcc15e5c3b42a0aaea861ecb,419,61,,,,,,
Android,manmal/hn-android,why791210/hn-android,83ded88d4a35c307e1550ede5b10eb3f59fb1302,162,58,,,,,,
Android,aporter/coursera-android,skarcha/coursera-android,b9b330c1cc17ee8f86dad038c4e328a371d7558f,51,43,,,,,,
Android,razerdp/FriendCircle,batman-dev/FriendCircle,223defd5f675e430bcc15e5c3b42a0aaea861ecb,419,42,,,,,,
Android,manmal/hn-android,hsnu310663/hn-android,545d5437c1f1f04cbd3a44d93f88c2bbe562867a,158,40,,,,,,
Android,easymock/easymock,marciopd/easymock,58afe1da52d2978e23835aebfb9952d11e3b327b,559,40,,,,,,
Android,AppLozic/Applozic-Android-SDK,farmrise-android/Applozic-Android-SDK,9fdb086cc0044e6f03178533c18e58457d0466b2,489,39,,,,,,
Android,frostwire/frostwire,Yerath/frostwire,b845f2fb6746670bc70f17f28dc74b14156e7f58,2804,38,,,,,,
Android,razerdp/FriendCircle,omusico/FriendCircle,223defd5f675e430bcc15e5c3b42a0aaea861ecb,419,38,,,,,,
Android,razerdp/FriendCircle,kevenyang/FriendCircle,223defd5f675e430bcc15e5c3b42a0aaea861ecb,419,37,,,,,,
Android,makovkastar/FloatingActionButton,michaz13/FloatingActionButton,35379c796257d960a9571693907cc085ca3ef268,1,36,,,,,,
Android,linsea/UniversalVideoView,chy1993/UniversalVideoView,d283ef08a3b83c099ab6b7b260a2865cea5bf5a2,1,35,,,,,,
Android,secure-software-engineering/FlowDroid,omuomugin/FlowDroid,e76e0f7025c5a22a661a6bb69778d79785ede246,236,30,,,,,,
Android,chariotsolutions/phonegap-nfc,raffaelebotta/PhoneGap-Android-WaitingDialogPlugin,4be9b5afab29a47c4e0ee981eab44d25f0b129bd,177,30,,,,,,
Android,easymock/easymock,jzmq/easymock,156ece29c7840c6fb880472dfaf6227449e940a6,549,28,,,,,,
Android,razerdp/FriendCircle,wlmxj/FriendCircle,223defd5f675e430bcc15e5c3b42a0aaea861ecb,419,27,,,,,,
Android,razerdp/FriendCircle,Ruijiao/FriendCircle,223defd5f675e430bcc15e5c3b42a0aaea861ecb,419,27,,,,,,
Android,razerdp/FriendCircle,MazohMa/FriendCircle,223defd5f675e430bcc15e5c3b42a0aaea861ecb,419,27,,,,,,
Android,47deg/appsly-android-rest,amuniz/appsly-android-rest,0b66431f888bebbcf70e88d17caeead9f968eded,41,26,,,,,,
Android,chariotsolutions/phonegap-nfc,iotize-sas/device-com-nfc.cordova,aa92afca3686dff038d71d2ecb270c62e07c4bcb,0,26,,,,,,
Android,ValuesFeng/AndroidPicturePicker,brunodles/AndroidPicturePicker,613236c078f886cd64dccfe597ddba39b6d261b6,9,26,,,,,,
Android,easymock/easymock,sungsoo/easymock,156ece29c7840c6fb880472dfaf6227449e940a6,549,25,,,,,,
Android,easymock/easymock,zhaow7/easymock,156ece29c7840c6fb880472dfaf6227449e940a6,549,25,,,,,,
Android,chariotsolutions/phonegap-nfc,joepegler/phonegap-nfc-aes,37b3b7d7d955d6566e05d7ca214712049fcc47fc,147,25,,,,,,
Android,razerdp/FriendCircle,zuoweitan/FriendCircle,223defd5f675e430bcc15e5c3b42a0aaea861ecb,419,25,,,,,,
Android,razerdp/FriendCircle,huangwm1984/FriendCircle,223defd5f675e430bcc15e5c3b42a0aaea861ecb,419,25,,,,,,
Android,razerdp/FriendCircle,LinQingWei/FriendCircle,223defd5f675e430bcc15e5c3b42a0aaea861ecb,419,25,,,,,,
Android,vector-im/riot-android,Luxorq/riot-android,e5478fd4e3f73d74fbae19aef62ae9a729026253,1621,24,,,,,,
Android,LaiFeng-Android/SopCastComponent,yulin6666/SopCastComponent,a95bc36d8ddbae13207c4df8e7b0736ce9b745eb,0,23,,,,,,
Android,razerdp/FriendCircle,tangshengjun/FriendCircle,223defd5f675e430bcc15e5c3b42a0aaea861ecb,419,22,,,,,,
Android,aporter/coursera-android,kfowler/coursera-android,ba37b4ed594eff674dad1c51a1306aa49e98646e,14,22,,,,,,
Android,brianwernick/ExoMedia,msnbc-devices/ExoMedia,e3920cb3a35796406bd81725f5f8fd1bc8c434f8,356,21,,,,,,
Android,AppLozic/Applozic-Android-SDK,tapanInexture/Applozic-Android-SDK,daa44f5ef85fbe81eadcefc746f7fb069b0caea5,431,21,,,,,,
Android,dlazaro66/QRCodeReaderView,LiuQhahah/QRCodeReaderView,d39ea2d50599e936452f0f835537ec7b1a851668,9,21,,,,,,
Android,frostwire/frostwire,jessy100/frostwire,5ac3414ddbafa9c7046643a7a0512fad64a99fc6,2549,20,,,,,,
Android,easymock/easymock,facebookarchive/easymock,156ece29c7840c6fb880472dfaf6227449e940a6,549,20,,,,,,
Android,razerdp/FriendCircle,jackyglony/FriendCircle,223defd5f675e430bcc15e5c3b42a0aaea861ecb,419,20,,,,,,
Android,razerdp/FriendCircle,yznfl/FriendCircle,223defd5f675e430bcc15e5c3b42a0aaea861ecb,419,20,,,,,,
Android,brianwernick/ExoMedia,LiuDeng/ExoMedia,a9b92107c44ebfdffd1410f6c1201ff4f9b9da0e,380,19,,,,,,
Android,kaelaela/OpenGraphView,makeabledk/OpenGraphView,b1c240088b27f41bec0b22b29e3055ebbde5112d,0,19,,,,,,
Android,medyo/android-about-page,karmil32/android-about-page,18aeddd5efaca3cfe7ef03ba7f9f276dafc73e45,92,19,,,,,,
Android,dsandler/markers,unowhy-sqool/markers,ffdf8e26dac48d08bf45b8283f38d8ea428df424,0,19,,,,,,
Android,easymock/easymock,sirithink/easymock,156ece29c7840c6fb880472dfaf6227449e940a6,549,19,,,,,,
Android,easymock/easymock,sumidatx/easymock,156ece29c7840c6fb880472dfaf6227449e940a6,549,19,,,,,,
Android,Slyce-Inc/SlyceMessaging,rkreager/SlyceMessaging,c2f95752c23ba6cc1eff005cf112828885837943,21,18,,,,,,
Android,jacobrosenthal/react-native-ble,medeo/react-native-ble,c28d03997f90a7744cc29b7e066592c91e26c06e,0,18,,,,,,
Android,aporter/coursera-android,melashkov/coursera-android,f4a837c6cb7c6422c813b1bda00af7948df658f8,24,18,,,,,,
Android,JorenSix/TarsosDSP,rtyley/TarsosDSP,c26e5004e203ee79be1ec25c2603b1f11b69d276,2,17,,,,,,
Android,MOLO17/CustomizableCalendar,rrinat/CustomizableCalendar,39518c5d6b52c96557c7e2fd80e884e7dcc27965,0,17,,,,,,
Android,kaaes/spotify-web-api-android,StevenHoutenbos/spotify-web-api-android,cdf0cd4916e0df8f06d0c9fefb665e2962c0d539,0,17,,,,,,
Android,Slyce-Inc/SlyceMessaging,rocel/SlyceMessaging,08692bcc718b060345efe6556711b2446a728df5,0,17,,,,,,
Android,androidthings/sample-tensorflow-imageclassifier,UkiDLucas/Android-TensorFlow-Image-Classifier,055873cb763f0eac25cabf7b82a38c5675e0e2d9,21,17,,,,,,
Android,iamMehedi/Secured-Preference-Store,jayjaykim/Secured-Preference-Store,02d71303e81d03b58e7b097c4988e257f84da080,0,17,,,,,,
Android,AppLozic/Applozic-Android-SDK,wishtrip-dev/Applozic-Android-SDK,c5af4966fc5f58dd390e455334b75812d9141bb1,301,16,,,,,,
Android,Slyce-Inc/SlyceMessaging,sambains/SlyceMessaging,f211b2abdf1f1b567bf5016541be1ed4d0d3af24,5,16,,,,,,
Android,easymock/easymock,tdrhq/easymock,156ece29c7840c6fb880472dfaf6227449e940a6,549,16,,,,,,
Android,aporter/coursera-android,millecker/coursera-android,584d592dd4b11f313a938e063f33494925cf0b80,3,16,,,,,,
Android,aporter/coursera-android,midnightradio/coursera-android,36da44b40109679babbbdcfc635b436765510fbe,8,16,,,,,,
Android,aporter/coursera-android,elektronaut0815/coursera-android,77581bbc02aceba5acc8a7b9a0b6a9f192c53518,25,16,,,,,,
Android,aporter/coursera-android,aghuddleston/coursera-android,a4c1fceac0d2c0a86f74ebad8ccc7539330e8290,44,16,,,,,,
Android,brianwernick/ExoMedia,GlennioTech/CustomExoMedia,b0427a0c674cb1fcd1221f6abd36b78b6ec0b0f2,40,15,,,,,,
Android,brianwernick/ExoMedia,hadifar/ExoMedia,e6c072c0ffbc5efab854da422aab2ba89eb99a9d,177,15,,,,,,
Android,brianwernick/ExoMedia,AmpMe/ExoMedia,4276f6766bfbfd1e239b675ddfd83124c652ec4d,37,15,,,,,,
Android,seatgeek/android-PlacesAutocompleteTextView,deepakbajpay/android-PlacesAutocompleteTextView,77bbbae4406c4ff80d53ee3a9722a41f4b06d2b5,0,15,,,,,,
Android,JakeWharton/SwipeToDismissNOA,christophecommon/SwipeToDismissNOA,f78c783923a61972cfc382779cbd4911c4c344f9,1,15,,,,,,
Android,ankushsachdeva/emojicon,firexel/emojicon,58545344199e6b291595bbd8fc3ab9169b4fcd62,4,15,,,,,,
Android,getsentry/sentry-java,SentiOne/raven-java,e240d339d1b49d7e90ebe25ed6512b951b082208,2017,15,,,,,,
Android,vector-im/riot-android,noepitome/neon-android,56fc54dfc14831e69596481f526f085b51d2c00f,4861,15,,,,,,
Android,vlonjatg/progress-activity,dxsdyhm/progress-activity,8e900b7ad8edc88a948f5690da61fac26675a293,3,15,,,,,,
Android,alt236/Bluetooth-LE-Library---Android,Pixplicity/Bluetooth-LE-Library---Android,cc58a76bc655988578e182ef9368b09c6b52ec58,52,14,,,,,,
Android,JakeWharton/SwipeToDismissNOA,nagoya0/SwipeToDismissNOA,f78c783923a61972cfc382779cbd4911c4c344f9,1,14,,,,,,
Android,ww6015132/SilkySignature,devjta/SilkySignature,c5b291a97151fbb1aabaed1900b33a287ab03c66,0,14,,,,,,
Android,Slyce-Inc/SlyceMessaging,RobertGolosynsky/SlyceMessaging,08692bcc718b060345efe6556711b2446a728df5,0,14,,,,,,
Android,chariotsolutions/phonegap-nfc,rombit-be/phonegap-nfc,c300bac88b5c2e276067bd435e9e807aa276e25c,54,14,,,,,,
Android,xiangtailiang/FakeGPS,SunHowe/FakeGPS,ebb201b4fdf17ff0b8d33c7285b4490ec57f0855,0,14,,,,,,
Android,Catrobat/Catroid,FionNoir/Catroid,b0a7f9a2e1a81fe753655dc51270cca29b03b322,1990,14,,,,,,
Android,makovkastar/FloatingActionButton,infakt/FloatingActionButton,ee51b03678db04d5c1dbfd2a1b4267ddc76ecffc,190,14,,,,,,
Android,aporter/coursera-android,fastwow/coursera-android,f4a837c6cb7c6422c813b1bda00af7948df658f8,24,14,,,,,,
Android,brianwernick/ExoMedia,tb-yangshu/ExoMedia,1f685af75f16ae11b47883ce332df4f9eee44e46,62,13,,,,,,
Android,frostwire/frostwire,muckachina/frostwire,8cb9170a81440105c5ba8307099e97eb06ac1393,470,13,,,,,,
Android,secure-software-engineering/FlowDroid,yang-guangliang/FlowDroid,e76e0f7025c5a22a661a6bb69778d79785ede246,236,13,,,,,,
Android,ValuesFeng/AndroidPicturePicker,ScratchMyTail/AndroidPicturePicker,63732a1beb1e3617f2e7c6a10c12e0d55b8858a5,3,13,,,,,,
Android,aporter/coursera-android,franzejr/coursera-android,584d592dd4b11f313a938e063f33494925cf0b80,3,13,,,,,,
Android,JorenSix/TarsosDSP,davidfoerster/TarsosDSP,4e429e94dd84e50eaa337892c4846162736bc046,17,12,,,,,,
Android,chariotsolutions/phonegap-nfc,ricardovalezan/phonegap-nfc,c300bac88b5c2e276067bd435e9e807aa276e25c,54,12,,,,,,
Android,chariotsolutions/phonegap-nfc,domonoky/phonegap-nfc,7e1c24fc0f617c8b0866bfab63924908fbdefad0,56,12,,,,,,
Android,openid/AppAuth-Android,GluuFederation/AppAuth-Android,c6402887484668538949f9a492afcbdadcaf097f,40,12,,,,,,
Android,k0shk0sh/PermissionHelper,rammadogs/PermissionHelper,93de75b828cc191d845afea4d22cc684d31c9a03,3,12,,,,,,
Android,brianwernick/ExoMedia,volser/ExoMedia,beef356ff95f73d997eb00072e3c06a987d15975,196,11,,,,,,
Android,brianwernick/ExoMedia,MercuryIntermedia/ExoMedia,df8257dd8a1172d2513ec6992a5d125da7cc0f19,437,11,,,,,,
Android,Slyce-Inc/SlyceMessaging,geotracsystems/SlyceMessaging,08692bcc718b060345efe6556711b2446a728df5,0,11,,,,,,
Android,getsentry/sentry-java,savva-k/raven-java,cef220bdf354787873cbc699bf0b45b4ef69ba79,504,11,,,,,,
Android,koral--/android-gif-drawable,anders3408/android-gif-drawable,6aa0f51bff91683ec4f825877df0da3904bc45f0,418,11,,,,,,
Android,chariotsolutions/phonegap-nfc,dasoft/phonegap-nfc,aa92afca3686dff038d71d2ecb270c62e07c4bcb,0,11,,,,,,
Android,chariotsolutions/phonegap-nfc,MorningCoffeeDev/phonegap-nfc,a00100b31707947c0aee5849ce1c7188aea39a46,97,11,,,,,,
Android,traex/RippleEffect,KDisEDDY/RippleEffect,df5f9e4456eae8a8e98e2827a3c6f9e7185596e1,0,11,,,,,,
Android,traex/RippleEffect,bhm/RippleEffect,1ac0236a516370915abb80ccdf54cc0ae636d589,44,11,,,,,,
