framework,projeto,caminho,minSdkVersion,targetSdkVersion,,api level,min,target,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/LifecycleAwareTicker/app/build.gradle,26,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/NotificationStatusBar/app/build.gradle,26,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/NotificationStatusBarWithCustomView/app/build.gradle,26,26,,,,,,,,,,,,,,,,
Android,cachapa/ExpandableLayout,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/cachapa/ExpandableLayout/demo/build.gradle,14,27,,,,,,,,,,,,,,,,
Android,cachapa/ExpandableLayout,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/cachapa/ExpandableLayout/lib/build.gradle,14,27,,,,,,,,,,,,,,,,
Android,ryanlijianchang/Recyclerview-Gallery,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/ryanlijianchang/Recyclerview-Gallery/rv-gallery/build.gradle,14,27,,,,,,,,,,,,,,,,
Android,ksvc/KSYLive_Android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/ksvc/KSYLive_Android/KSYLiveDemo/app/build.gradle,15,27,,,,,,,,,,,,,,,,
Android,ksvc/KSYLive_Android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/ksvc/KSYLive_Android/KSYLiveDemo/libksylive/build.gradle,15,27,,,,,,,,,,,,,,,,
Android,ksvc/KSYStreamer_Android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/ksvc/KSYStreamer_Android/demo/build.gradle,15,27,,,,,,,,,,,,,,,,
Android,medyo/android-about-page,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/medyo/android-about-page/app/build.gradle,15,27,,,,,,,,,,,,,,,,
Android,medyo/android-about-page,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/medyo/android-about-page/library/build.gradle,15,27,,,,,,,,,,,,,,,,
Android,ryanlijianchang/Recyclerview-Gallery,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/ryanlijianchang/Recyclerview-Gallery/app/build.gradle,15,27,,,,,,,,,,,,,,,,
Android,aliumujib/Nibo,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aliumujib/Nibo/build.gradle,16,27,,,,,,,,,,,,,,,,
Android,mdg-iitr/RotatingText,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/mdg-iitr/RotatingText/app/build.gradle,16,27,,,,,,,,,,,,,,,,
Android,mdg-iitr/RotatingText,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/mdg-iitr/RotatingText/rotatingtext/build.gradle,16,27,,,,,,,,,,,,,,,,
Android,iamMehedi/Secured-Preference-Store,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/iamMehedi/Secured-Preference-Store/app/build.gradle,18,27,,,,,,,,,,,,,,,,
Android,iamMehedi/Secured-Preference-Store,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/iamMehedi/Secured-Preference-Store/securedpreferencestore/build.gradle,18,27,,,,,,,,,,,,,,,,
Android,pavlospt/RxFile,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/pavlospt/RxFile/app/build.gradle,19,27,,,,,,,,,,,,,,,,
Android,pavlospt/RxFile,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/pavlospt/RxFile/rxfile/build.gradle,19,27,,,,,,,,,,,,,,,,
Android,lessthanoptimal/BoofCV,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/lessthanoptimal/BoofCV/integration/boofcv-android/examples/video/app/build.gradle,21,27,,,,,,,,,,,,,,,,
Android,androidthings/sample-tensorflow-imageclassifier,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/androidthings/sample-tensorflow-imageclassifier/app/build.gradle,27,27,,,,,,,,,,,,,,,,
Android,amilcar-sr/JustifiedTextView,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/amilcar-sr/JustifiedTextView/library/build.gradle,14,28,,,,,,,,,,,,,,,,
Android,amilcar-sr/JustifiedTextView,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/amilcar-sr/JustifiedTextView/sample-app/build.gradle,14,28,,,,,,,,,,,,,,,,
Android,Beseting/PhotoBrowse,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/Beseting/PhotoBrowse/app/build.gradle,14,28,,,,,,,,,,,,,,,,
Android,Beseting/PhotoBrowse,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/Beseting/PhotoBrowse/photo-browse/build.gradle,14,28,,,,,,,,,,,,,,,,
Android,brianwernick/ExoMedia,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/brianwernick/ExoMedia/library/build.gradle,14,28,,,,,,,,,,,,,,,,
Android,cping/LGame,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/cping/LGame/Java/loon-gradle-template/android/build.gradle,14,28,,,,,,,,,,,,,,,,
Android,HITGIF/TextFieldBoxes,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/HITGIF/TextFieldBoxes/sample/build.gradle,15,28,,,,,,,,,,,,,,,,
Android,HITGIF/TextFieldBoxes,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/HITGIF/TextFieldBoxes/textfieldboxes/build.gradle,15,28,,,,,,,,,,,,,,,,
Android,shangmingchao/PopupList,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/shangmingchao/PopupList/samples/build.gradle,15,28,,,,,,,,,,,,,,,,
Android,ShawnLin013/NumberPicker,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/ShawnLin013/NumberPicker/library/build.gradle,15,28,,,,,,,,,,,,,,,,
Android,ShawnLin013/NumberPicker,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/ShawnLin013/NumberPicker/sample/build.gradle,15,28,,,,,,,,,,,,,,,,
Android,uber/rave,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/uber/rave/sample/build.gradle,15,28,,,,,,,,,,,,,,,,
Android,yangchong211/YCShopDetailLayout,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/yangchong211/YCShopDetailLayout/YCSlideLib/build.gradle,15,28,,,,,,,,,,,,,,,,
Android,brianwernick/ExoMedia,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/brianwernick/ExoMedia/demo/build.gradle,16,28,,,,,,,,,,,,,,,,
Android,codekidX/storage-chooser,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/codekidX/storage-chooser/app/build.gradle,16,28,,,,,,,,,,,,,,,,
Android,codekidX/storage-chooser,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/codekidX/storage-chooser/storagechooser/build.gradle,16,28,,,,,,,,,,,,,,,,
Android,ganyao114/SandHook,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/ganyao114/SandHook/nativehook/build.gradle,16,28,,,,,,,,,,,,,,,,
Android,hnvn/flutter_image_cropper,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/hnvn/flutter_image_cropper/example/android/app/build.gradle,16,28,,,,,,,,,,,,,,,,
Android,kiwi-bop/flutter_crashlytics,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/kiwi-bop/flutter_crashlytics/example/android/app/build.gradle,16,28,,,,,,,,,,,,,,,,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,16,28,,,,,,,,,,,,,,,,
Android,yangchong211/YCShopDetailLayout,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/yangchong211/YCShopDetailLayout/app/build.gradle,17,28,,,,,,,,,,,,,,,,
Android,codeka/wwmmo,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/codeka/wwmmo/client/build.gradle,19,28,,,,,,,,,,,,,,,,
Android,frostwire/frostwire,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/frostwire/frostwire/android/build.gradle,19,28,,,,,,,,,,,,,,,,
Android,ganyao114/SandHook,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/ganyao114/SandHook/app/build.gradle,19,28,,,,,,,,,,,,,,,,
Android,ganyao114/SandHook,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/ganyao114/SandHook/hooklib/build.gradle,19,28,,,,,,,,,,,,,,,,
Android,ganyao114/SandHook,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/ganyao114/SandHook/xposedcompat_new/build.gradle,19,28,,,,,,,,,,,,,,,,
Android,ganyao114/SandHook,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/ganyao114/SandHook/xposedcompat/build.gradle,19,28,,,,,,,,,,,,,,,,
Android,ganyao114/SandHook,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/ganyao114/SandHook/hookers/build.gradle,21,28,,,,,,,,,,,,,,,,
Android,slymax/webview,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/slymax/webview/app/build.gradle,21,28,,,,,,,,,,,,,,,,
Android,WrBug/DeveloperHelper,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/WrBug/DeveloperHelper/app/build.gradle,21,28,,,,,,,,,,,,,,,,
Android,WrBug/DeveloperHelper,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/WrBug/DeveloperHelper/basecommon/build.gradle,21,28,,,,,,,,,,,,,,,,
Android,WrBug/DeveloperHelper,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/WrBug/DeveloperHelper/commonutil/build.gradle,21,28,,,,,,,,,,,,,,,,
Android,WrBug/DeveloperHelper,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/WrBug/DeveloperHelper/commonwidget/build.gradle,21,28,,,,,,,,,,,,,,,,
Android,WrBug/DeveloperHelper,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/WrBug/DeveloperHelper/mmkv/build.gradle,21,28,,,,,,,,,,,,,,,,
Android,WrBug/DeveloperHelper,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/WrBug/DeveloperHelper/xposedmodule/build.gradle,21,28,,,,,,,,,,,,,,,,
