framework,projeto,stars,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,?,numberOfJavaFiles,Lifetime,commits,stars
Android,kaelaela/OpenGraphView,333,28,28,30,23,125,1,124,0,0,0,0,0,27,4,4,96,0,97,95,56,99,0,6,15,6,72,0,1101,142,949,363,498,12,0,0,0,529,706,357,349,0,0,0,0,0,51,51,57,33,0,0,16,0,0,0,0,90,170,170,185,114,18,1189,74,333
Android,slymax/webview,332,3,3,4,2,23,3,16,3,0,0,0,0,2,0,0,3,0,3,3,1,3,0,0,0,1,2,0,69,15,46,26,16,8,0,0,0,26,33,21,12,0,0,0,0,0,4,4,5,2,0,0,2,0,0,0,0,29,5,5,6,3,2,358,14,332
Android,uber/rave,326,164,164,170,125,826,0,719,89,0,0,0,0,203,50,110,743,0,758,706,254,756,0,105,115,55,481,0,11450,1376,7981,3782,3628,2113,0,0,0,4090,5581,3084,2497,0,0,0,0,0,337,337,354,186,0,0,100,0,0,0,55,2801,1236,1235,1324,875,148,1168,93,326
Android,Devlight/TintLayout,314,6,6,6,5,24,1,21,1,0,0,0,0,6,0,5,18,0,18,18,14,18,0,0,1,4,13,0,330,55,206,92,103,69,0,0,0,125,164,84,80,0,0,0,0,0,14,14,22,5,0,0,3,0,0,0,1,190,35,35,44,18,5,1197,13,314
Android,matthewrkula/AnimatedPathView,314,2,2,2,2,28,2,25,0,0,0,0,0,4,0,0,13,0,13,13,6,13,0,0,1,2,10,0,181,35,139,52,86,7,0,0,0,85,106,51,55,0,0,0,0,0,5,5,5,2,0,0,1,0,0,0,0,7,19,19,20,13,2,1981,9,314
Android,hnvn/flutter_image_cropper,313,7,7,8,5,40,1,37,0,0,0,0,0,4,8,1,20,0,20,12,6,20,0,2,12,1,5,0,385,52,308,132,173,26,0,0,0,177,240,125,115,0,0,0,0,0,29,29,32,17,0,0,7,0,0,0,0,22,59,59,63,33,4,372,31,313
Android,iDevicesInc/SweetBlue,312,368,353,399,284,2850,137,2485,126,0,0,0,0,942,423,637,4642,0,4750,4437,1748,4860,0,786,442,211,3421,0,64973,9702,43135,11996,17812,12425,0,0,0,16261,23998,11098,12900,0,0,0,0,0,1168,1098,1333,619,0,0,420,0,0,0,268,5395,7854,7669,8425,5406,299,1700,1755,312
Android,kaaes/spotify-web-api-android,308,69,69,71,67,301,10,273,5,0,0,0,0,170,14,71,477,0,655,641,214,655,0,181,22,57,395,0,6950,1220,4252,2274,1883,1497,0,0,0,2339,2977,1956,1021,0,0,0,0,0,99,98,109,74,0,0,21,0,0,0,5,449,551,550,591,490,70,1679,191,308
Android,ankushsachdeva/emojicon,286,20,16,21,11,111,4,98,4,0,0,0,0,36,10,13,88,0,93,83,37,93,0,4,14,2,73,0,3694,198,3076,360,2642,423,0,0,0,1794,1960,347,1613,0,0,0,0,0,72,51,76,13,0,0,18,0,0,0,3,486,180,153,187,90,17,1766,11,286
Android,orhanobut/bee,280,22,22,22,21,126,9,109,2,0,0,0,0,47,15,11,140,0,149,134,43,149,0,26,20,1,102,0,1536,343,1105,549,455,89,0,0,0,615,828,530,298,0,0,0,0,0,41,38,41,30,0,0,10,0,0,0,0,266,174,171,178,152,27,1670,69,280
Android,codeka/wwmmo,279,486,482,517,319,3237,158,2709,238,0,0,0,0,496,132,245,1946,0,2006,1794,999,1926,0,119,268,113,1426,0,33814,4799,25026,9064,14135,4163,0,0,0,12637,16987,8453,8534,0,0,0,0,0,1173,1164,1318,590,0,0,431,0,0,0,85,4812,4002,3934,4303,2435,285,2763,1967,279
Android,florina-muntenescu/MVPvsMVVM,278,8,8,8,8,34,2,31,0,0,0,0,0,11,0,0,27,0,31,31,15,31,0,4,8,6,13,0,344,90,239,151,53,15,0,0,0,128,166,118,48,0,0,0,0,0,8,8,8,8,0,0,0,0,0,0,0,157,27,27,27,27,11,1178,9,278
Android,mikepenz/ItemAnimators,270,24,23,25,19,132,1,122,15,0,0,0,0,47,3,3,218,0,227,226,74,229,0,4,28,2,195,0,2630,311,2049,692,1163,304,0,0,0,1082,1477,654,823,0,0,0,0,0,67,63,75,27,0,0,12,0,0,0,1,328,374,370,418,230,20,1272,86,270
Android,xiongwei-git/GankApp,263,29,29,31,27,163,2,143,9,0,0,0,0,60,23,35,347,0,353,332,158,355,0,12,58,19,266,0,4506,687,3018,1257,1472,806,0,0,0,1593,2160,1103,1057,0,0,0,0,0,79,73,89,47,0,0,34,0,0,0,4,618,528,516,557,376,28,1411,27,263
Android,seatgeek/android-PlacesAutocompleteTextView,261,110,105,111,70,344,19,313,6,0,0,0,0,76,6,25,267,0,280,286,155,292,0,48,15,15,214,0,4290,639,3296,1300,1790,358,0,0,0,1790,2327,1068,1259,0,0,0,0,0,264,223,271,133,0,0,40,0,0,0,4,660,675,582,689,358,57,1399,85,261
Android,shangmingchao/PopupList,256,6,6,6,6,45,0,41,0,0,0,0,0,28,0,26,127,0,133,133,77,133,0,6,14,2,111,0,1461,155,1198,381,720,108,0,0,0,699,898,407,491,0,0,0,0,0,50,50,64,6,0,0,6,0,0,0,0,91,189,189,213,127,6,1204,43,256
Android,markzhai/init,255,19,19,20,17,136,2,97,29,0,0,0,0,27,38,36,113,0,119,81,36,119,0,6,3,10,100,0,1613,222,915,342,457,476,0,0,0,431,654,342,312,0,0,0,0,0,53,53,55,26,0,0,24,0,0,0,10,760,193,193,195,129,19,1369,27,255
Android,lukaspili/Reactive-Billing,249,54,44,55,38,275,14,254,2,0,0,0,0,75,15,4,186,0,187,176,83,191,0,13,17,17,144,0,2145,403,1617,670,728,126,0,0,0,839,1122,639,483,0,0,0,0,0,76,65,79,40,0,0,21,0,0,0,0,410,257,245,263,190,36,1154,43,249
Android,xiangtailiang/FakeGPS,247,30,29,31,20,167,4,160,1,0,0,0,0,34,46,27,169,0,177,131,62,177,0,8,20,8,141,0,2076,371,1633,615,834,72,0,0,0,880,1198,583,615,0,0,0,0,0,81,72,86,27,0,0,35,0,0,0,0,245,302,291,314,176,22,1076,28,247
Android,ksvc/KSYLive_Android,246,256,234,274,180,1537,56,1317,101,0,0,0,0,379,62,284,1433,0,1445,1389,1108,1451,0,31,182,214,1024,0,25467,3331,18777,5839,11724,3533,0,0,0,9150,11862,5346,6516,0,0,0,0,0,674,556,754,281,0,0,161,0,0,0,12,5149,2749,2516,2915,1554,180,1056,155,246
Android,tibi1712/FoldingNavigationDrawer-Android,245,2,2,2,2,19,1,15,2,0,0,0,0,40,0,1242,16,0,16,16,7,16,0,0,1,2,13,0,3961,170,1528,1405,1329,2270,0,0,0,1336,1392,1348,44,0,0,0,0,0,3,3,3,2,0,0,1,0,0,0,2,274,18,18,18,16,6,2110,12,245
Android,mkch/android-wifi-connecter,244,30,28,35,19,150,5,128,8,0,0,0,0,31,22,27,104,0,114,94,39,116,0,7,19,3,87,0,1985,303,1304,471,719,381,0,0,0,664,913,427,486,0,0,0,0,0,79,73,94,46,0,0,27,0,0,0,1,519,257,241,296,168,15,3323,33,244
Android,amilcar-sr/JustifiedTextView,240,6,6,6,5,31,2,23,5,0,0,0,0,6,0,4,20,0,20,20,9,20,0,0,7,3,10,0,341,68,184,77,86,89,0,0,0,96,139,78,61,0,0,0,0,0,8,8,10,5,0,0,3,0,0,0,0,149,34,34,38,20,5,1817,87,240
Android,tyczj/MapNavigator,240,9,8,9,5,41,3,32,3,0,0,0,0,9,0,0,48,0,45,49,44,49,0,0,7,2,40,0,626,129,448,172,226,50,0,0,0,236,338,173,165,0,0,0,0,0,42,42,43,7,0,0,16,0,0,0,0,31,103,99,104,50,5,2096,19,240
Android,AndroidMsky/RandomTextView,237,8,8,8,7,42,6,34,2,0,0,0,0,8,0,4,25,0,25,25,17,25,0,0,4,3,18,0,459,124,277,110,138,58,0,0,0,177,228,107,121,0,0,0,0,0,15,15,16,7,0,0,5,0,0,0,0,251,46,44,48,25,7,974,37,237
Android,yangchong211/YCShopDetailLayout,228,19,19,20,16,138,0,132,4,0,0,0,0,61,6,6,165,0,164,162,106,168,0,12,42,23,91,0,2290,283,1846,610,1039,172,0,0,0,1008,1330,606,724,0,0,0,0,0,68,64,76,26,0,0,24,0,0,0,0,166,323,307,354,203,16,346,19,228
Android,maxiee/HeartBeat,222,125,125,127,92,846,31,779,9,0,0,0,0,198,154,226,687,0,700,548,359,702,0,22,99,72,509,0,10368,1438,8333,3374,4733,641,0,0,0,4802,6167,3233,2934,0,0,0,0,0,308,304,337,150,0,0,106,0,0,0,0,1309,1220,1207,1272,775,102,1484,650,222
Android,emotionsense/SensorManager,216,216,186,224,134,1234,27,1154,28,0,0,0,0,151,58,261,622,0,662,606,181,664,0,0,58,159,447,0,10826,1602,7249,2445,2627,1993,0,0,0,2945,4204,2401,1803,0,0,0,0,0,436,370,461,175,0,0,180,0,0,0,31,3815,1140,1052,1179,685,132,2474,309,216
Android,benniaobuguai/android-dynamic-action,214,62,60,65,39,429,45,346,25,0,0,0,0,63,77,47,269,0,275,200,93,277,0,0,27,22,228,0,4134,792,2615,1077,1341,735,0,0,0,1457,1959,1036,923,0,0,0,0,0,135,127,142,52,0,0,47,0,0,0,5,766,465,456,488,292,45,1143,13,214
Android,blazsolar/HorizontalPicker,213,3,3,3,2,16,2,14,0,0,0,0,0,10,0,15,83,0,85,85,45,85,0,11,26,14,34,0,1369,295,957,305,578,122,0,0,0,516,702,283,419,0,0,0,0,0,25,22,29,8,0,0,4,0,0,0,0,76,194,179,219,100,2,1987,99,213
Android,fornana/swipeitemlayout,213,39,36,49,20,213,23,172,12,0,0,0,0,48,6,9,272,0,264,266,144,272,0,59,7,36,170,0,4750,844,3649,1207,2332,291,0,0,0,2032,2749,1084,1665,0,0,0,0,0,199,175,257,77,0,0,34,0,0,0,0,185,802,725,991,468,14,866,18,213
Android,jaikydota/Android-ImagesPickers,210,35,35,38,24,236,14,198,15,0,0,0,0,46,18,16,180,0,188,170,137,188,0,8,15,8,157,0,2816,548,2062,761,1121,216,0,0,0,1132,1501,733,768,0,0,0,0,0,84,81,93,36,0,0,34,0,0,0,0,218,344,341,377,201,23,1065,60,210
Android,47deg/appsly-android-rest,209,83,82,86,52,413,7,356,39,0,0,0,0,112,55,49,408,0,446,395,167,450,0,44,68,20,318,0,7590,1077,4244,1705,2126,2337,0,0,0,2151,3030,1536,1494,0,0,0,0,0,213,205,234,105,0,0,71,0,0,0,57,3650,822,812,885,518,74,2476,188,209
Android,qkxyjren/LikeView,209,13,13,14,13,110,5,84,18,0,0,0,0,27,1,23,118,0,120,119,95,120,0,2,30,5,83,0,1682,198,1191,459,635,302,0,0,0,724,911,439,472,0,0,0,0,0,40,36,44,13,0,0,8,0,0,0,3,422,182,173,190,118,14,768,22,209
Android,chentao0707/SettingView,207,34,34,34,15,250,27,207,8,0,0,0,0,39,0,2,154,0,161,161,122,161,0,3,27,6,125,0,2602,454,2085,619,1261,93,0,0,0,1168,1578,615,963,0,0,0,0,0,141,137,143,17,0,0,30,0,0,0,0,60,397,393,399,156,15,1794,8,207
Android,flavienlaurent/singleinputform,206,1,1,1,1,7,0,6,0,0,0,0,0,15,0,2,30,0,31,31,19,31,0,1,14,3,13,0,298,43,255,77,151,0,0,0,0,138,179,79,100,0,0,0,0,0,4,4,4,1,0,0,2,0,0,0,0,0,38,38,40,30,1,1885,11,206
Android,MOLO17/CustomizableCalendar,205,36,25,36,20,126,3,113,4,0,0,0,0,41,3,1,198,0,246,237,92,240,0,51,21,1,167,0,2224,428,1631,803,609,165,0,0,0,860,1177,708,469,0,0,0,0,0,69,58,76,25,0,0,23,0,0,0,1,811,295,283,309,203,33,730,65,205
Android,Catrobat/Catroid,201,1625,1563,1713,1329,11296,1000,9937,13,0,0,0,0,2020,670,2030,9704,0,9888,9310,4102,9980,0,467,1174,546,7793,0,170709,26743,113923,51076,58928,30169,0,0,0,66707,83318,45116,38202,0,0,0,0,0,3944,3455,4265,2198,0,0,1117,0,0,0,404,49602,15810,14978,16608,11090,1341,3285,11370,201
Android,hitherejoe/Notifi,200,9,9,9,8,46,2,43,0,0,0,0,0,16,3,10,49,0,54,51,8,54,0,9,6,3,36,0,718,160,532,301,236,27,0,0,0,260,334,230,104,0,0,0,0,0,15,15,15,8,0,0,5,0,0,0,1,275,58,58,58,49,15,1197,9,200
Android,ihsanbal/Wiv,200,4,4,5,4,33,1,30,1,0,0,0,0,10,1,8,49,0,50,49,21,50,0,14,4,14,18,0,568,84,468,169,260,20,0,0,0,252,336,156,180,0,0,0,0,0,13,11,13,4,0,0,6,0,0,0,0,29,81,75,89,49,4,764,11,200
Android,frostwire/frostwire,199,1868,1825,2090,1322,11265,97,8944,1931,0,0,0,0,2462,2570,2818,14542,0,15321,12305,4632,14875,0,2394,3126,750,8605,0,238936,22493,144746,49928,81584,73125,0,0,0,75290,106333,46708,59625,0,0,0,0,0,5818,5470,6875,2945,0,0,1985,0,0,0,815,52407,30477,29827,34069,18545,1361,1339,5653,199
Android,ww6015132/SilkySignature,199,17,17,18,14,123,4,92,22,0,0,0,0,20,2,3,77,0,80,78,47,80,0,3,17,2,58,0,1250,205,905,354,553,144,0,0,0,545,701,350,351,0,0,0,0,0,45,45,48,35,0,0,12,0,0,0,1,310,143,141,147,107,14,948,23,199
Android,linglongxin24/WelcomeVideoPager,197,9,9,9,7,53,1,40,11,0,0,0,0,11,0,0,32,0,34,34,13,34,0,0,4,11,19,0,455,68,289,133,116,104,0,0,0,156,210,115,95,0,0,0,0,0,17,17,17,7,0,0,5,0,0,0,0,272,45,45,45,32,7,966,5,197
Android,sdwfqin/AndroidQuick,195,173,152,185,119,1062,37,817,167,0,0,0,0,195,114,142,917,0,1000,851,402,965,0,66,96,99,704,0,13863,2047,8719,3504,4467,3175,0,0,0,4710,6308,3289,3019,0,0,0,0,0,393,345,439,188,0,0,140,0,0,0,22,4320,1525,1446,1622,1010,126,521,183,195
Android,torryharris/Skycons,195,53,52,55,28,437,82,318,36,0,0,0,0,45,0,7,134,0,134,134,225,134,0,0,21,15,98,0,3911,976,2614,700,1809,407,0,0,0,1772,2108,661,1447,0,0,0,0,0,205,202,221,55,0,0,34,0,0,0,0,664,369,351,399,161,28,1756,62,195
Android,secure-software-engineering/FlowDroid,194,1039,998,1174,720,5886,257,4408,986,0,0,0,0,1033,334,944,7133,0,7443,7191,1699,7525,0,246,697,443,6139,0,108335,14816,70210,28016,40636,23677,0,0,0,37383,53091,25123,27968,0,0,0,0,0,3421,3309,4089,2117,0,0,872,0,0,0,230,20079,14983,14715,16601,10343,627,541,250,194
Android,litesuits/android-lite-go,191,7,7,7,6,40,1,32,6,0,0,0,0,16,9,9,55,0,52,47,22,56,0,1,4,4,47,0,779,91,484,144,282,204,0,0,0,231,328,143,185,0,0,0,0,0,25,18,25,14,0,0,5,0,0,0,6,273,97,89,97,63,6,1196,6,191
Android,WellingtonCosta/convalida,186,77,77,90,63,505,24,473,0,0,0,0,0,89,69,63,315,0,380,311,94,380,0,79,70,3,228,0,6043,1077,4699,2006,2666,268,0,0,0,1914,2553,1503,1050,0,0,0,0,0,183,170,217,131,0,0,42,0,0,0,0,1202,572,559,650,400,81,758,271,186
Android,cattong/YiBo,185,1405,1332,1561,733,8657,544,7355,628,0,0,0,0,917,654,1083,5227,0,5419,4823,2266,5477,0,266,472,425,4314,0,88426,13382,68964,26827,39218,7112,0,0,0,39013,51206,24231,26975,0,0,0,0,0,3301,3085,3785,1312,0,0,1015,0,0,0,56,6651,11976,11654,13306,6342,647,2318,32,185
Android,ragdroid/Dahaka,181,45,44,45,41,189,4,171,7,0,0,0,0,108,22,1,286,0,329,302,133,324,0,50,11,12,251,0,3180,849,2114,1262,506,220,0,0,0,1065,1473,1069,404,0,0,0,0,0,58,56,59,43,0,0,9,0,0,0,1,1341,307,305,308,288,64,688,19,181
Android,yazhidev/Practice,180,62,52,63,42,445,27,360,40,0,0,0,0,69,6,4,242,0,242,236,204,242,0,0,44,49,149,0,4068,534,2909,1093,1634,630,0,0,0,1826,2266,1069,1197,0,0,0,0,0,151,125,161,58,0,0,42,0,0,0,0,727,438,408,454,263,42,826,46,180
Android,hitherejoe/AndroidTvBoilerplate,179,31,31,32,31,180,5,167,1,0,0,0,0,63,12,11,142,0,155,143,63,155,0,25,21,4,105,0,1921,398,1451,809,516,73,0,0,0,830,1049,725,324,0,0,0,0,0,47,46,51,31,0,0,14,0,0,0,1,377,177,176,182,142,42,1237,16,179
Android,shardul/Android,178,33,33,35,15,247,46,197,0,0,0,0,0,19,0,22,84,0,87,87,45,87,0,3,10,8,66,0,1657,394,1259,523,775,4,0,0,0,718,923,479,444,0,0,0,0,0,81,81,84,27,0,0,31,0,0,0,0,3,186,186,190,97,15,2499,10,178
Android,jacek-marchwicki/JavaWebsocketClient,177,50,50,50,47,309,4,262,28,0,0,0,0,129,12,3,307,0,323,313,90,325,0,13,22,1,289,0,4147,623,2515,1091,1133,1013,0,0,0,1106,1544,932,612,0,0,0,0,0,90,90,99,74,0,0,19,0,0,0,33,2050,377,377,387,337,50,2446,94,177
Android,xxxyanchenxxx/QqDecrpt,177,23,23,24,13,99,5,92,1,0,0,0,0,11,9,15,20,0,20,11,4,20,0,0,5,1,14,0,491,70,390,118,231,31,0,0,0,193,279,119,160,0,0,0,0,0,33,33,36,21,0,0,10,0,0,0,0,230,80,80,90,44,9,583,12,177
Android,dingjibang/GDX-RPG,176,162,162,166,130,704,53,560,51,0,0,0,0,187,133,151,1407,0,1364,1216,660,1349,0,5,61,41,1242,0,13073,2528,8723,3328,4241,1858,0,0,0,4739,6868,3254,3614,0,0,0,0,0,362,353,396,166,0,0,110,0,0,0,16,3804,2103,2091,2186,1486,146,1684,1008,176
Android,yaa110/Piclice,176,16,16,17,11,151,20,125,0,0,0,0,0,37,8,7,60,0,64,56,30,64,0,0,3,2,59,0,910,186,719,290,393,5,0,0,0,400,516,288,228,0,0,0,0,0,38,38,40,13,0,0,10,0,0,0,0,8,99,99,101,62,11,1494,17,176
Android,gzsll/WebViewJavascriptBridge,175,11,11,11,8,46,1,44,0,0,0,0,0,24,10,10,50,0,53,43,14,53,0,3,12,1,37,0,626,106,491,161,255,30,0,0,0,211,333,163,170,0,0,0,0,0,23,23,23,12,0,0,8,0,0,0,0,242,105,105,109,56,10,1219,12,175
Android,ricknout/lens-launcher,174,53,51,60,37,277,1,268,4,0,0,0,0,73,53,67,328,0,329,280,145,333,0,6,64,18,245,0,4052,543,3355,1284,1788,156,0,0,0,1735,2361,1196,1165,0,0,0,0,0,146,133,162,61,0,0,49,0,0,0,0,282,599,575,644,375,35,1189,256,174
Android,jiang111/ProgressView,172,7,7,7,6,44,3,35,4,0,0,0,0,8,5,9,28,0,28,23,21,28,0,0,8,3,17,0,544,90,270,126,137,185,0,0,0,173,218,121,97,0,0,0,0,0,12,12,12,9,0,0,4,0,0,0,2,241,38,38,38,31,6,1225,22,172
Android,arturogutierrez/Badges,171,13,13,16,11,71,2,58,7,0,0,0,0,11,2,10,29,0,31,29,4,31,0,0,2,3,26,0,528,78,248,129,99,203,0,0,0,138,185,117,68,0,0,0,0,0,18,18,21,11,0,0,6,0,0,0,5,567,36,36,39,29,11,1801,30,171
Android,guozhengXia/OkHttpUtils,169,10,10,11,9,59,3,44,10,0,0,0,0,23,27,9,83,0,86,59,23,86,0,7,14,2,63,0,1040,146,617,244,288,305,0,0,0,305,446,248,198,0,0,0,0,0,22,20,24,9,0,0,5,0,0,0,1,337,128,125,135,83,9,804,10,169
Android,jiangzehui/MD,169,53,48,58,36,377,26,285,51,0,0,0,0,118,31,39,492,0,525,494,273,525,0,33,44,15,433,0,6596,1108,4825,1699,2568,682,0,0,0,2568,3507,1598,1909,0,0,0,0,0,172,155,200,54,0,0,57,0,0,0,4,623,929,868,1002,527,39,971,39,169
Android,wongzy/BetterWay,166,75,73,76,63,472,2,386,74,0,0,0,0,147,34,74,548,0,591,565,224,599,0,70,62,12,455,0,6787,762,4944,2372,2241,1113,0,0,0,2754,3561,2149,1412,0,0,0,0,0,151,141,156,78,0,0,47,0,0,0,25,2601,743,724,755,563,78,639,38,166
Android,dsandler/markers,163,25,25,26,13,137,5,121,4,0,0,0,0,36,18,78,271,0,285,267,156,285,0,29,18,18,220,0,3960,580,3066,1072,1933,367,0,0,0,1802,2393,1037,1356,0,0,0,0,0,110,110,122,29,0,0,33,0,0,0,0,335,629,618,659,297,14,3110,220,163
Android,jacobrosenthal/react-native-ble,163,8,8,9,6,48,2,31,14,0,0,0,0,11,0,5,45,0,45,45,18,45,0,0,6,6,33,0,973,155,713,263,414,109,0,0,0,395,547,252,295,0,0,0,0,0,21,21,23,12,0,0,7,0,0,0,1,141,132,129,152,72,6,1445,124,163
Android,MiEcosystem/NewXmPluginSDK,163,221,187,226,156,1324,47,1126,101,0,0,0,0,619,82,473,1891,0,2442,2370,889,2452,0,177,160,63,2052,0,31334,4470,19842,6907,11179,7113,0,0,0,10112,13842,6561,7281,0,0,0,0,0,627,537,705,344,0,0,202,0,0,0,63,3467,3648,3467,3900,2296,176,1246,640,163
Android,limpoxe/Android-ServiceManager,162,40,39,42,27,231,15,202,7,0,0,0,0,32,27,27,63,0,69,42,9,69,0,4,5,2,58,0,1167,214,855,334,462,99,0,0,0,454,619,329,290,0,0,0,0,0,78,77,85,48,0,0,32,0,0,0,0,433,149,148,156,96,22,1125,25,162
Android,toddway/ListOfThings,161,55,55,57,51,249,1,240,1,0,0,0,0,84,35,6,291,0,330,284,102,319,0,47,25,17,230,0,2913,553,2156,1020,832,217,0,0,0,1101,1552,957,595,0,0,0,0,0,99,99,116,58,0,0,35,0,0,0,1,718,395,395,418,303,58,1150,33,161
Android,colintheshots/AnDevCon-RxPatterns,160,25,25,26,24,203,8,175,5,0,0,0,0,130,9,20,256,0,268,226,120,235,0,23,21,28,163,0,3214,509,2378,939,1203,346,0,0,0,1102,1469,873,596,0,0,0,0,0,47,47,52,26,0,0,19,0,0,0,11,527,330,330,340,259,27,1439,16,160
Android,prcaen/external-resources,156,42,40,45,30,228,20,194,6,0,0,0,0,47,35,87,345,0,366,331,104,366,0,22,19,15,310,0,3980,757,2876,1121,1455,355,0,0,0,1577,2121,1053,1068,0,0,0,0,0,91,80,131,48,0,0,27,0,0,0,2,155,517,499,576,391,33,1402,39,156
