framework,projeto,stars,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,?,numberOfJavaFiles,Lifetime,commits,stars
Android,LaiFeng-Android/SopCastComponent,2091,148,134,152,111,801,17,715,51,0,0,0,0,216,106,233,879,0,934,848,471,954,0,81,100,53,720,0,12300,1534,8753,3283,4795,2073,0,0,0,4791,6404,3102,3302,0,0,0,0,0,367,337,397,174,0,0,123,0,0,0,38,3073,1521,1481,1596,996,110,940,33,2091
Android,TakuSemba/MultiSnapRecyclerView,1811,11,11,13,9,57,0,48,7,0,0,0,0,10,1,0,38,0,45,46,10,47,0,32,0,4,11,0,552,72,346,161,153,134,0,0,0,167,231,136,95,0,0,0,0,0,28,26,32,15,0,0,7,0,0,0,4,238,74,72,82,50,9,701,99,1811
Android,hongyangAndroid/android-percent-support-extend,1799,12,12,12,10,89,4,75,5,0,0,0,0,26,13,13,85,0,85,73,38,86,0,1,17,12,56,0,1723,226,1177,369,552,321,0,0,0,494,692,316,376,0,0,0,0,0,32,32,34,11,0,0,11,0,0,0,0,693,184,181,192,86,16,1464,16,1799
Android,tarek360/RichPath,1766,38,33,40,23,249,19,201,22,0,0,0,0,32,57,10,260,0,265,208,87,265,0,32,34,6,193,0,3367,616,2432,807,1451,341,0,0,0,1297,1745,798,947,0,0,0,0,0,118,77,137,36,0,0,28,0,0,0,1,507,473,423,504,291,23,727,31,1766
Android,medyo/android-about-page,1740,6,6,7,5,56,3,39,11,0,0,0,0,6,2,0,53,0,53,51,16,53,0,4,2,1,46,0,965,127,540,187,330,311,0,0,0,325,414,180,234,0,0,0,0,0,23,23,25,6,0,0,7,0,0,0,1,75,86,86,89,55,4,1169,260,1740
Android,brianwernick/ExoMedia,1654,56,54,61,43,342,22,227,69,0,0,0,0,113,23,38,909,0,1022,1005,246,1028,0,111,14,94,809,0,11814,1747,6734,2985,2685,3338,0,0,0,3104,4550,2338,2212,0,0,0,0,0,167,147,209,84,0,0,48,0,0,0,80,2476,1403,1376,1515,984,56,1573,615,1654
Android,dlazaro66/QRCodeReaderView,1648,22,22,24,15,136,6,117,9,0,0,0,0,20,11,14,103,0,100,93,51,104,0,13,10,6,75,0,1727,247,1188,437,660,298,0,0,0,617,840,401,439,0,0,0,0,0,54,53,59,26,0,0,19,0,0,0,3,278,219,213,242,127,13,2180,142,1648
Android,cachapa/ExpandableLayout,1618,11,10,12,10,65,4,53,2,0,0,0,0,20,0,8,66,0,67,67,29,67,0,1,1,5,60,0,837,151,619,272,292,67,0,0,0,312,421,235,186,0,0,0,0,0,28,24,30,11,0,0,9,0,0,0,0,178,108,104,112,68,9,1152,87,1618
Android,gowong/material-sheet-fab,1509,26,25,26,23,168,4,123,29,0,0,0,0,55,20,33,236,0,258,242,66,262,0,20,30,28,184,0,2879,457,1822,751,847,600,0,0,0,837,1201,664,537,0,0,0,0,0,62,58,69,31,0,0,19,0,0,0,6,716,346,338,359,244,24,1451,74,1509
Android,motianhuo/VCameraDemo,1410,132,126,147,71,799,36,629,101,0,0,0,0,142,272,197,880,0,944,680,402,952,0,12,71,56,813,0,14472,1874,10241,3209,6054,2459,0,0,0,5150,7317,2951,4366,0,0,0,0,0,431,396,500,196,0,0,164,0,0,0,5,1699,2210,2113,2494,1169,70,1452,17,1410
Android,mdg-iitr/RotatingText,1346,14,14,14,11,86,8,71,4,0,0,0,0,23,1,1,96,0,96,95,46,96,0,0,11,3,82,0,1174,237,872,273,500,67,0,0,0,498,675,292,383,0,0,0,0,0,29,29,36,11,0,0,12,0,0,0,0,235,165,165,177,98,9,793,63,1346
Android,nshmura/RecyclerTabLayout,1226,23,21,23,21,202,12,183,0,0,0,0,0,40,12,12,139,0,137,127,75,139,0,1,4,19,115,0,2025,348,1635,701,861,47,0,0,0,864,1086,630,456,0,0,0,0,0,49,41,53,23,0,0,15,0,0,0,0,167,205,195,213,143,22,1437,70,1226
Android,k0shk0sh/PermissionHelper,1206,24,24,24,18,116,0,107,5,0,0,0,0,33,34,15,248,0,272,238,65,272,0,17,20,28,207,0,2890,396,2166,714,1131,355,0,0,0,1090,1579,726,853,0,0,0,0,0,74,69,81,40,0,0,27,0,0,0,5,251,462,456,483,301,22,1328,107,1206
Android,wrapp-archive/floatlabelededittext,1153,5,5,5,4,28,2,21,5,0,0,0,0,6,2,2,23,0,23,21,3,23,0,0,6,1,16,0,287,56,219,82,115,14,0,0,0,119,160,81,79,0,0,0,0,0,11,11,13,5,0,0,5,0,0,0,0,48,42,42,45,25,3,2067,34,1153
Android,JorenSix/TarsosDSP,1124,398,397,426,232,3243,200,2407,554,0,0,0,0,509,194,155,1803,0,1832,1652,1029,1846,0,58,251,49,1488,0,45206,5517,26936,9240,17699,13107,0,0,0,18659,22934,9769,13165,0,0,0,0,0,1114,1114,1247,328,0,0,390,0,0,0,746,8870,4079,4054,4336,1981,250,3023,293,1124
Android,razerdp/FriendCircle,1071,254,250,272,206,1323,29,1178,69,0,0,0,0,525,273,206,2492,0,2631,2382,958,2655,0,203,298,146,2008,0,29500,4803,21083,7949,10565,3685,0,0,0,10855,15266,7484,7782,0,0,0,0,0,725,694,799,388,0,0,270,0,0,0,28,5155,4245,4171,4487,2842,229,1240,424,1071
Android,omkarmoghe/Pokemap,1066,51,47,55,38,307,20,265,13,0,0,0,0,100,17,57,328,0,363,346,129,363,0,38,43,10,272,0,4590,814,3306,1339,1712,493,0,0,0,1760,2352,1302,1050,0,0,0,0,0,121,117,137,56,0,0,35,0,0,0,3,590,561,552,604,352,42,1079,14,1066
Android,yewei02538/HiPermission,1046,12,12,12,11,67,2,59,2,0,0,0,0,22,3,9,87,0,91,88,42,91,0,4,18,6,63,0,1057,157,820,324,453,88,0,0,0,440,592,314,278,0,0,0,0,0,42,37,42,13,0,0,7,0,0,0,0,332,146,141,151,91,13,784,23,1046
Android,vlonjatg/progress-activity,1018,9,8,9,8,67,5,57,0,0,0,0,0,10,0,0,144,0,161,161,164,161,0,0,50,2,109,0,2082,444,1619,563,906,19,0,0,0,951,1168,470,698,0,0,0,0,0,29,22,29,8,0,0,10,0,0,0,0,81,235,208,247,144,9,1413,43,1018
Android,vector-im/riot-android,1007,333,322,373,191,2664,233,1946,357,0,0,0,0,1100,280,683,3836,0,3972,3694,1281,3974,0,242,762,151,2819,0,72255,11046,46340,13300,28558,14978,0,0,0,22789,31851,13545,18306,0,0,0,0,0,1413,1357,1670,498,0,0,460,0,0,0,14,7026,9035,8839,10155,4481,176,1493,7316,1007
Android,tokudu/AndroidPushNotificationsDemo,990,4,4,4,3,31,2,25,1,0,0,0,0,7,4,23,42,0,42,38,12,42,0,0,17,2,23,0,667,103,451,170,264,114,0,0,0,259,336,159,177,0,0,0,0,0,9,9,9,3,0,0,4,0,0,0,0,40,77,77,82,42,3,3339,14,990
Android,eowise/recyclerview-stickyheaders,978,13,13,16,11,77,8,66,0,0,0,0,0,23,1,1,80,0,84,85,43,86,0,4,5,1,76,0,1238,224,948,524,529,68,0,0,0,406,556,308,248,0,0,0,0,0,37,37,48,21,0,0,15,0,0,0,2,404,135,135,151,90,15,1750,92,978
Android,Slyce-Inc/SlyceMessaging,972,63,63,68,51,377,20,332,14,0,0,0,0,75,20,11,218,0,223,207,106,227,0,1,29,13,184,0,2925,488,2259,1017,1057,199,0,0,0,1316,1697,959,738,0,0,0,0,0,134,130,158,68,0,0,35,0,0,0,0,961,353,347,393,236,55,1088,121,972
Android,Xiaofei-it/Hermes,960,88,79,91,58,412,3,396,3,0,0,0,0,121,65,78,302,0,325,260,77,325,0,23,33,25,244,0,5067,734,3311,1278,1706,1025,0,0,0,1712,2384,1252,1132,0,0,0,0,0,189,177,203,100,0,0,69,0,0,0,22,2240,587,575,618,384,67,1163,89,960
Android,zaihuishou/ExpandableRecyclerview,958,14,13,15,10,83,1,63,17,0,0,0,0,19,0,0,76,0,89,89,31,89,0,7,8,7,67,0,1256,172,771,316,373,313,0,0,0,391,564,291,273,0,0,0,0,0,30,30,36,18,0,0,16,0,0,0,5,289,162,160,190,84,13,1088,52,958
Android,fossasia/open-event-orga-app,946,366,361,376,347,2161,131,1900,39,0,0,0,0,566,193,301,3704,0,4141,3020,1821,3213,0,460,227,130,2396,0,41757,8656,32542,16724,14080,631,0,0,0,18692,22822,13688,9134,0,0,0,0,0,723,688,803,437,0,0,249,0,0,0,1,897,4562,4516,4704,3817,496,1055,868,946
Android,CoXier/LowPoly,894,7,7,7,6,59,1,53,5,0,0,0,0,6,2,0,6,0,7,5,0,7,0,0,0,1,6,0,137,20,97,56,40,20,0,0,0,68,81,53,28,0,0,0,0,0,7,7,7,6,0,0,1,0,0,0,0,161,7,7,7,6,6,1022,10,894
Android,openid/AppAuth-Android,883,104,104,107,89,766,26,591,111,0,0,0,0,146,162,420,1113,0,1127,953,326,1115,0,71,129,21,894,0,19960,2670,12427,5722,6448,4905,0,0,0,5712,7391,3999,3392,0,0,0,0,0,221,221,244,142,0,0,72,0,0,0,159,3124,1540,1538,1594,1222,94,1225,252,883
Android,linsea/UniversalVideoView,850,9,9,12,6,50,1,44,2,0,0,0,0,28,0,26,132,0,149,151,87,151,0,23,24,5,99,0,2008,274,1464,410,863,294,0,0,0,736,1048,381,667,0,0,0,0,0,47,47,61,19,0,0,14,0,0,0,0,151,316,306,372,149,6,1388,19,850
Android,MartinRGB/GiftCard-Android,839,2,2,2,2,20,3,16,0,0,0,0,0,33,0,93,24,0,24,24,16,24,0,1,0,1,22,0,469,74,374,188,260,21,0,0,0,254,294,199,95,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,81,24,24,24,24,4,1506,11,839
Android,linroid/FilterMenu,808,7,7,7,6,36,0,32,1,0,0,0,0,17,6,6,108,0,113,109,56,115,0,13,19,10,73,0,1398,186,1049,380,591,164,0,0,0,570,764,363,401,0,0,0,0,0,30,30,31,16,0,0,7,0,0,0,0,162,193,191,206,122,7,1574,46,808
Android,alt236/Bluetooth-LE-Library---Android,781,120,89,122,75,843,43,743,33,0,0,0,0,97,54,563,374,0,371,327,153,381,0,6,42,11,322,0,6111,874,4504,1970,2709,745,0,0,0,2971,3579,1852,1727,0,0,0,0,0,218,148,225,108,0,0,40,0,0,0,4,969,621,528,636,426,77,1942,123,781
Android,requery/sqlite-android,778,60,51,64,40,538,11,374,136,0,0,0,0,116,116,151,675,0,771,657,212,773,0,72,168,24,509,0,14840,1597,8443,2811,4938,4897,0,0,0,4270,5854,2322,3532,0,0,0,0,0,195,176,211,88,0,0,69,0,0,0,32,1417,1391,1365,1481,765,38,1186,142,778
Android,jpardogo/FlabbyListView,754,5,5,5,4,28,0,25,1,0,0,0,0,7,0,5,40,0,41,41,29,41,0,0,15,4,22,0,475,69,387,155,191,19,0,0,0,230,299,146,153,0,0,0,0,0,14,14,16,4,0,0,7,0,0,0,0,22,69,65,71,40,4,1930,42,754
Android,quiqueqs/BabushkaText,730,2,2,2,2,77,4,64,8,0,0,0,0,5,0,2,29,0,29,29,21,29,0,0,2,1,26,0,585,65,318,93,204,202,0,0,0,156,201,96,105,0,0,0,0,0,7,7,7,2,0,0,1,0,0,0,0,111,38,38,39,29,2,1677,8,730
Android,tekinarslan/AndroidMaterialDesignToolbar,718,18,13,18,10,113,8,95,5,0,0,0,0,18,3,11,75,0,78,74,53,77,0,7,6,13,51,0,1289,222,929,385,514,142,0,0,0,561,704,347,357,0,0,0,0,0,52,40,60,15,0,0,14,0,0,0,0,133,150,137,164,80,11,1704,30,718
Android,aliyun/alicloud-android-demo,648,53,50,56,44,500,20,358,102,0,0,0,0,108,34,44,308,0,317,283,83,317,0,8,51,44,214,0,4488,561,3269,1261,1792,693,0,0,0,1778,2302,1206,1096,0,0,0,0,0,146,122,150,56,0,0,52,0,0,0,3,929,516,472,535,335,47,1395,322,648
Android,HITGIF/TextFieldBoxes,634,10,10,11,10,62,5,50,3,0,0,0,0,21,4,0,133,0,134,130,66,134,0,4,8,27,95,0,1875,341,1233,376,739,305,0,0,0,692,906,364,542,0,0,0,0,0,29,29,31,10,0,0,9,0,0,0,1,294,218,218,235,133,11,678,230,634
Android,Cleveroad/FireworkyPullToRefresh,632,34,34,35,27,194,5,166,19,0,0,0,0,56,8,25,319,0,329,323,183,331,0,105,46,12,168,0,3628,571,2548,969,1277,521,0,0,0,1380,1884,933,951,0,0,0,0,0,81,77,90,48,0,0,25,0,0,0,2,276,480,472,508,353,28,1037,83,632
Android,vikramkakkar/ImageTransition,621,22,21,22,15,139,13,102,19,0,0,0,0,20,4,7,69,0,67,65,31,69,0,5,10,5,49,0,1275,207,696,292,326,375,0,0,0,353,485,253,232,0,0,0,0,0,40,37,41,24,0,0,15,0,0,0,3,536,123,120,126,82,14,996,14,621
Android,HomHomLin/SlidingLayout,620,10,10,11,8,53,0,49,2,0,0,0,0,17,1,13,57,0,60,59,16,60,0,0,3,7,50,0,754,119,560,189,298,80,0,0,0,265,381,175,206,0,0,0,0,0,30,24,34,17,0,0,6,0,0,0,0,140,114,104,129,72,8,1178,39,620
Android,codekidX/storage-chooser,605,33,27,35,24,199,12,156,24,0,0,0,0,72,17,79,319,0,310,305,184,322,0,10,54,6,252,0,3624,648,2613,999,1371,363,0,0,0,1411,1886,965,921,0,0,0,0,0,109,73,113,28,0,0,25,0,0,0,0,484,494,452,513,332,24,957,258,605
Android,ksvc/KSYStreamer_Android,597,151,132,155,117,774,13,673,57,0,0,0,0,217,24,155,982,0,987,967,555,991,0,7,78,167,739,0,16850,1825,11862,3296,7615,3253,0,0,0,4945,6602,2910,3692,0,0,0,0,0,361,264,381,157,0,0,61,0,0,0,7,4080,1702,1526,1797,1038,118,1290,285,597
Android,androidthings/sample-tensorflow-imageclassifier,593,15,13,16,9,101,2,77,15,0,0,0,0,29,13,28,81,0,82,69,37,82,0,6,11,2,63,0,1457,182,990,373,547,287,0,0,0,523,705,357,348,0,0,0,0,0,42,40,44,14,0,0,14,0,0,0,0,390,161,157,167,86,9,889,53,593
Android,anzaizai/EasyRefreshLayout,590,23,22,25,21,142,7,123,5,0,0,0,0,53,15,17,186,0,194,185,106,200,0,14,40,9,137,0,2569,459,1827,661,950,289,0,0,0,1040,1373,653,720,0,0,0,0,0,70,58,85,32,0,0,18,0,0,0,6,439,330,311,378,206,23,1011,40,590
Android,jshvarts/OfflineSampleApp,583,28,28,29,27,118,4,107,1,0,0,0,0,38,8,11,106,0,119,101,39,109,0,29,8,6,66,0,1196,265,880,517,251,55,0,0,0,460,603,439,164,0,0,0,0,0,39,39,42,29,0,0,12,0,0,0,0,195,121,121,124,108,35,656,63,583
Android,easymock/easymock,574,232,231,243,196,1456,87,1191,121,0,0,0,0,333,260,111,1648,0,1857,1559,297,1819,0,230,159,33,1397,0,25657,3695,14566,5366,7399,7453,0,0,0,7534,10276,4383,5893,0,0,0,0,0,451,448,492,281,0,0,141,0,0,0,131,8374,2452,2449,2529,1804,207,3717,941,574
Android,skydoves/PowerMenu,554,16,16,16,15,94,2,77,10,0,0,0,0,40,10,2,275,0,293,287,114,297,0,22,10,17,248,0,3198,384,1911,706,949,903,0,0,0,869,1272,600,672,0,0,0,0,0,57,57,59,15,0,0,11,0,0,0,22,807,385,385,393,275,21,613,161,554
Android,JakeWharton/SwipeToDismissNOA,552,6,5,6,4,65,3,52,7,0,0,0,0,16,0,0,23,0,25,25,30,25,0,2,2,1,20,0,712,72,437,133,282,206,0,0,0,255,314,145,169,0,0,0,0,0,33,29,38,18,0,0,4,0,0,0,0,134,57,53,62,38,3,2567,10,552
Android,consenlabs/token-core-android,548,123,122,131,92,825,44,735,13,0,0,0,0,105,142,167,698,0,712,573,159,715,0,41,79,5,590,0,9990,1798,7803,3342,4455,399,0,0,0,4609,5900,3133,2767,0,0,0,0,0,307,306,337,167,0,0,116,0,0,0,1,781,1198,1189,1262,812,97,254,10,548
Android,ShawnLin013/NumberPicker,540,4,4,4,3,52,5,32,13,0,0,0,0,18,4,46,202,0,205,201,117,205,0,3,53,18,131,0,3554,444,2141,651,1319,976,0,0,0,1127,1549,602,947,0,0,0,0,0,29,28,48,15,0,0,8,0,0,0,0,149,424,412,465,249,3,1116,152,540
Android,AppLozic/Applozic-Android-SDK,534,555,551,639,319,3043,155,2618,175,0,0,0,0,819,338,975,4666,0,4800,4514,2358,4852,0,228,190,220,4214,0,63947,9431,50465,17105,28473,4186,0,0,0,26243,36411,16317,20094,0,0,0,0,0,1937,1908,2366,752,0,0,546,0,0,0,3,4361,10026,9941,11565,5596,322,1423,1764,534
Android,lessthanoptimal/BoofCV,529,6272,6184,6506,3963,48989,6031,36465,5019,0,0,0,0,4764,5758,739,25187,0,26174,19227,11527,24985,0,1413,1972,1387,20213,0,591146,92692,360684,139098,227679,139327,0,0,0,233976,295008,137855,157153,0,0,0,0,0,13568,13227,14572,6520,0,0,4707,0,0,0,1982,152662,60031,58995,62574,32420,3533,2998,3432,529
Android,iamMehedi/Secured-Preference-Store,528,17,17,18,10,99,7,71,18,0,0,0,0,21,19,23,130,0,132,111,64,130,0,47,5,6,72,0,2141,360,1456,567,812,329,0,0,0,782,1081,538,543,0,0,0,0,0,55,55,67,33,0,0,16,0,0,0,1,231,301,300,337,172,11,1047,79,528
Android,chariotsolutions/phonegap-nfc,511,9,9,9,4,56,4,45,0,0,0,0,0,8,17,49,109,0,109,78,19,95,0,17,66,0,12,0,1610,290,1221,379,821,115,0,0,0,694,941,383,558,0,0,0,0,0,54,54,54,33,0,0,14,0,0,0,0,33,272,272,276,162,4,2940,510,511
Android,penglu20/Bigbang,498,326,316,354,212,2190,73,1867,172,0,0,0,0,682,343,567,2559,0,2648,2306,1286,2649,0,144,402,176,1927,0,43829,5828,30018,10061,18065,8181,0,0,0,16970,22534,10050,12484,0,0,0,0,0,1119,1054,1248,528,0,0,358,0,0,0,40,4443,5419,5276,5864,3149,232,981,305,498
Android,tvbarthel/ChaseWhisplyProject,493,165,124,172,107,1011,51,855,52,0,0,0,0,201,72,263,1096,0,1153,1081,351,1153,0,28,78,124,923,0,13026,2149,9711,3722,5281,1175,0,0,0,5338,7044,3429,3615,0,0,0,0,0,412,314,430,146,0,0,113,0,0,0,0,993,1735,1567,1777,1157,111,2194,873,493
Android,manmal/hn-android,473,98,95,111,73,537,41,456,33,0,0,0,0,105,66,85,382,0,384,328,180,394,0,6,48,43,297,0,5160,891,4037,1695,2068,259,0,0,0,2145,2899,1504,1395,0,0,0,0,0,190,182,222,116,0,0,65,0,0,0,1,330,704,685,780,458,55,2502,306,473
Android,tianzhijiexian/DBinding,460,55,51,60,42,306,17,258,28,0,0,0,0,58,39,17,153,0,161,115,37,154,0,10,15,25,104,0,2375,434,1592,738,699,370,0,0,0,808,1101,680,421,0,0,0,0,0,91,82,100,57,0,0,34,0,0,0,9,1256,252,243,265,179,47,1285,29,460
Android,andraskindler/quickscroll,459,19,19,21,17,130,12,109,3,0,0,0,0,26,60,30,190,0,192,132,46,192,0,31,8,7,146,0,1953,337,1496,613,752,123,0,0,0,854,1156,581,575,0,0,0,0,0,46,44,54,22,0,0,12,0,0,0,4,115,291,289,312,195,20,1997,13,459
Android,sbakhtiarov/gif-movie-view,452,2,2,2,2,15,1,11,1,0,0,0,0,2,0,1,22,0,22,22,11,22,0,0,4,6,12,0,313,63,194,78,96,56,0,0,0,102,140,65,75,0,0,0,0,0,7,7,7,2,0,0,3,0,0,0,0,36,36,36,36,22,2,2331,9,452
Android,getsentry/sentry-java,447,194,191,198,153,1625,110,1252,202,0,0,0,0,445,95,234,1232,0,1250,1161,553,1256,0,43,104,107,1002,0,19762,2828,13074,5623,6834,3902,0,0,0,7173,9246,4701,4545,0,0,0,0,0,457,455,519,274,0,0,131,0,0,0,33,3759,1869,1862,1988,1388,168,2705,2126,447
Android,LuckyJayce/GuideHelper,444,7,7,7,4,47,3,40,3,0,0,0,0,13,11,4,48,0,48,37,24,48,0,0,3,2,43,0,787,109,597,186,368,81,0,0,0,343,455,189,266,0,0,0,0,0,47,39,50,10,0,0,7,0,0,0,0,55,110,102,119,58,4,1184,30,444
Android,pavlospt/RxFile,443,4,4,4,3,24,0,23,0,0,0,0,0,25,39,38,80,0,78,41,3,80,0,0,27,2,51,0,951,109,713,243,440,133,0,0,0,352,488,243,245,0,0,0,0,0,24,24,26,11,0,0,9,0,0,0,0,64,133,133,139,95,4,1304,58,443
Android,D-clock/AndroidStudyCode,442,29,29,29,18,210,18,163,28,0,0,0,0,27,5,15,84,0,82,79,30,84,0,0,25,12,47,0,1555,243,1086,492,604,244,0,0,0,665,845,466,379,0,0,0,0,0,65,65,65,22,0,0,17,0,0,0,0,454,163,163,165,88,18,1147,52,442
Android,senzhk/ADBKeyBoard,439,7,7,7,1,25,3,22,0,0,0,0,0,2,0,0,3,0,3,3,6,3,0,0,0,0,3,0,104,14,90,39,55,0,0,0,0,47,70,37,33,0,0,0,0,0,17,17,17,1,0,0,3,0,0,0,0,0,21,21,21,3,1,2127,25,439
Android,ValuesFeng/AndroidPicturePicker,435,33,32,35,28,190,5,170,8,0,0,0,0,53,38,48,252,0,256,220,84,258,0,15,21,12,210,0,2996,418,2130,898,1007,466,0,0,0,1138,1546,859,687,0,0,0,0,0,84,82,92,51,0,0,35,0,0,0,1,702,378,376,395,284,28,1281,47,435
Android,WrBug/DeveloperHelper,434,186,180,198,142,1049,17,830,171,0,0,0,0,191,65,164,914,0,979,924,383,989,0,183,173,78,555,0,16965,2111,9372,3777,4641,5606,0,0,0,4702,6603,3332,3271,0,0,0,0,0,479,462,523,269,0,0,158,0,0,0,150,6548,1783,1736,1909,1167,148,215,86,434
Android,MindorksOpenSource/AndroidTensorFlowMNISTExample,433,11,11,11,10,83,5,67,7,0,0,0,0,17,2,10,59,0,63,61,37,63,0,4,14,4,41,0,926,168,549,242,282,215,0,0,0,317,414,226,188,0,0,0,0,0,27,27,27,15,0,0,8,0,0,0,3,317,87,87,87,66,8,839,29,433
Android,sphinx02/AppStarter,421,37,37,45,25,430,25,329,59,0,0,0,0,84,30,16,240,0,248,220,92,250,0,3,23,8,216,0,4866,654,3429,1027,1618,797,0,0,0,1596,2107,1045,1062,0,0,0,0,0,123,123,153,53,0,0,55,0,0,0,0,632,476,468,523,268,25,1080,3,421
